Array Design Name	Agendia Mammaprint 1.9k custom microarray
Version	1
Provider	Ryan van Laar (ryan.vanlaar@agendia.com)
Comment[ArrayExpressAccession]	A-MEXP-318
Comment[Description]	Custom printed 1.9k oligonucleotide microarray manufactured by Agilent Technologies Inc.
Comment[SubmittedName]	Agendia Mammaprint 1.9k custom microarray
Comment[Organism]	Homo sapiens
Printing Protocol	Microarrays were prepared by Agilent technologies using their Agilent SurePrint Technology. Breifly, 60-mer oligonucleotides are synthesized base-by-base in repetitive print layers on a solid glass substrate, using standard phosphoramidite chemistry.
Technology Type	spotted_ss_oligo_features
Technology Type Term Accession Number	spotted_ss_oligo_features
Technology Type Term Source REF	The MGED Ontology
Surface Type	unknown_surface_type
Surface Type Term Accession Number	#unknown_surface_type
Surface Type Term Source REF	mo
Substrate Type	glass
Substrate Type Term Accession Number	#glass
Substrate Type Term Source REF	mo
Term Source Name	The MGED Ontology	mo	embl	unigene
Term Source File	http://mged.sourceforge.net/ontologies/MGEDOntology.php	http://mged.sourceforge.net/ontologies/MGEDontology.php	http://www.ebi.ac.uk/embl/	http://www.ncbi.nlm.nih.gov/UniGene/
Term Source Version				

Block Column	Block Row	Column	Row	Reporter Name	Comment[AEReporterName]	Reporter Database Entry[embl]	Reporter Database Entry[unigene]	Reporter Group[role]	Control Type
1	1	13	12	AGEN000563	ORC6L		Hs.49760	Experimental	
1	1	15	12	AGEN000565	NM_001288	BC064527	Hs.414565	Experimental	
1	1	16	12	AGEN000566	Contig49670_RC		Hs.269542	Experimental	
1	1	17	12	AGEN000567	NM_014516	AK160386	Hs.343571	Experimental	
1	1	18	12	AGEN000568	NM_001922	AJ000503	Hs.301865	Experimental	
1	1	20	12	AGEN000570	LAP18		Hs.498494	Experimental	
1	1	21	12	AGEN000571	NM_014336		Hs.279887	Experimental	
1	1	22	12	AGEN000572	MCM6		Hs.444118	Experimental	
1	1	23	12	AGEN000573	AL133619	AL133619	Hs.29383	Experimental	
1	1	24	12	AGEN000574	NM_004401		Hs.484782	Experimental	
1	1	25	12	AGEN000575	MCM6		Hs.444118	Experimental	
1	1	26	12	AGEN000576	Contig3902_RC	BX647885	Hs.209983	Experimental	
1	1	27	12	AGEN000577	Contig50106_RC	AF450487	Hs.374201	Experimental	
1	1	28	12	AGEN000578	NM_018052	BC035152	Hs.445061	Experimental	
1	1	29	12	AGEN000579	GSTM3		Hs.2006	Experimental	
1	1	30	12	AGEN000580	NM_017950		Hs.143885	Experimental	
1	1	31	12	AGEN000581	NM_014757	AB209135	Hs.484349	Experimental	
1	1	32	12	AGEN000582	FLJ22341		Hs.464157	Experimental	
1	1	33	12	AGEN000583	PSMD2		Hs.518464	Experimental	
1	1	34	12	AGEN000584	BM039	AK023669	Hs.283532	Experimental	
1	1	36	12	AGEN000586	DKFZP761L0424	BX640796	Hs.445885	Experimental	
1	1	37	12	AGEN000587	NM_004510	AK128274	Hs.145150	Experimental	
1	1	38	12	AGEN000588	NM_004592	CR627024	Hs.308171	Experimental	
1	1	39	12	AGEN000589	NM_002212	BM925383	Hs.534326	Experimental	
1	1	41	12	AGEN000591	NM_015909		Hs.467759	Experimental	
1	1	42	12	AGEN000592	NM_006269		Hs.251687	Experimental	
1	1	43	12	AGEN000593	NM_005364	BC002455	Hs.522803	Experimental	
1	1	44	12	AGEN000594	KIAA0175		Hs.184339	Experimental	
1	1	45	12	AGEN000595	FLJ10156	CR590914	Hs.404323	Experimental	
1	1	46	12	AGEN000596	NM_000088	Z74615	Hs.172928	Experimental	
1	1	47	12	AGEN000597	SLC2A3	AB209607	Hs.419240	Experimental	
1	1	48	12	AGEN000598	NM_019108	AK022948	Hs.466875	Experimental	
1	1	49	12	AGEN000599	NM_015478	AB014581	Hs.300863	Experimental	
1	1	50	12	AGEN000600	PIR	BX537579	Hs.495728	Experimental	
1	1	1	13	AGEN000601	IGFBP5		Hs.184339	Experimental	
1	1	2	13	AGEN000602	CEGP1		Hs.369982	Experimental	
1	1	4	13	AGEN000604	FLJ11354		Hs.523468	Experimental	
1	1	5	13	AGEN000605	NM_014649		Hs.465690	Experimental	
1	1	6	13	AGEN000606	NM_001841	X74328	Hs.73037	Experimental	
1	1	7	13	AGEN000607	AL137295	AB209755	Hs.30385	Experimental	
1	1	8	13	AGEN000608	DKFZP434B168	BC009918	Hs.369285	Experimental	
1	1	9	13	AGEN000609	FLJ11190	AK126837	Hs.516834	Experimental	
1	1	10	13	AGEN000610	AKAP2	AK126837	Hs.516834	Experimental	
1	1	11	13	AGEN000611	NM_003830		Hs.310333	Experimental	
1	1	12	13	AGEN000612	NM_000460		Hs.1166	Experimental	
1	1	13	13	AGEN000613	NM_000455	AB209553	Hs.515005	Experimental	
1	1	14	13	AGEN000614	NM_001988		Hs.500635	Experimental	
1	1	15	13	AGEN000615	TBX3-iso		Hs.129895	Experimental	
1	1	16	13	AGEN000616	Contig2504_RC		Hs.129895	Experimental	
1	1	17	13	AGEN000617	MIR	AL833316	Hs.499489	Experimental	
1	1	18	13	AGEN000618	CA9	BC014950	Hs.63287	Experimental	
1	1	19	13	AGEN000619	NM_003522	BC056264	Hs.182137	Experimental	
1	1	20	13	AGEN000620	NM_000616	S79267	Hs.17483	Experimental	
1	1	21	13	AGEN000621	Contig46653_RC	CR590914	Hs.404323	Experimental	
1	1	22	13	AGEN000622	NM_014359		Hs.467538	Experimental	
1	1	23	13	AGEN000623	NM_005014		Hs.94070	Experimental	
1	1	24	13	AGEN000624	DKFZP434I114		Hs.72620	Experimental	
1	1	25	13	AGEN000625	NM_017503	BM910812	Hs.159448	Experimental	
1	1	26	13	AGEN000626	NM_001842	AK127444	Hs.129966	Experimental	
1	1	27	13	AGEN000627	NM_017451	AK098403	Hs.128316	Experimental	
1	1	28	13	AGEN000628	NM_018619	CR936615	Hs.268939	Experimental	
1	1	29	13	AGEN000629	BIRC5		Hs.514527	Experimental	
1	1	30	13	AGEN000630	NM_006225	BX647927	Hs.80776	Experimental	
1	1	31	13	AGEN000631	Contig63649_RC		Hs.72620	Experimental	
1	1	32	13	AGEN000632	Contig38288_RC		Hs.144073	Experimental	
1	1	34	13	AGEN000634	NM_019888	BC069105	Hs.248018	Experimental	
1	1	35	13	AGEN000635	AD024	BC022255	Hs.421956	Experimental	
1	1	36	13	AGEN000636	Contig32185_RC		Hs.159422	Experimental	
1	1	37	13	AGEN000637	NM_007265	BC000721	Hs.446373	Experimental	
1	1	38	13	AGEN000638	NM_003744		Hs.509909	Experimental	
1	1	39	13	AGEN000639	NM_006550		Hs.30561	Experimental	
1	1	40	13	AGEN000640	NM_012304	AB020647	Hs.433057	Experimental	
1	1	41	13	AGEN000641	Contig8581_RC	CR749832	Hs.370834	Experimental	
1	1	42	13	AGEN000642	NM_006914	BX537748	Hs.494178	Experimental	
1	1	43	13	AGEN000643	Contig20217_RC	BC045625	Hs.120817	Experimental	
1	1	45	13	AGEN000645	DKFZP564D0462		Hs.318894	Experimental	
1	1	46	13	AGEN000646	KIAA1683	AB051470	Hs.313471	Experimental	
1	1	47	13	AGEN000647	SACS		Hs.159492	Experimental	
1	1	48	13	AGEN000648	NM_002087		Hs.514220	Experimental	
1	1	49	13	AGEN000649	Contig753_RC		Hs.369982	Experimental	
1	1	50	13	AGEN000650	NM_004257		Hs.446350	Experimental	
1	1	1	14	AGEN000651	NM_001514	BC021000	Hs.481852	Experimental	
1	1	2	14	AGEN000652	NM_020410	AK074159	Hs.501794	Experimental	
1	1	3	14	AGEN000653	NM_021062	BC096728	Hs.553494	Experimental	
1	1	4	14	AGEN000654	NM_016615		Hs.504398	Experimental	
1	1	5	14	AGEN000655	DC13	AK123983	Hs.388255	Experimental	
1	1	6	14	AGEN000656	NM_002582	BC044763	Hs.253197	Experimental	
1	1	7	14	AGEN000657	NM_005453		Hs.206770	Experimental	
1	1	8	14	AGEN000658	NM_014748		Hs.278569	Experimental	
1	1	9	14	AGEN000659	NM_016154		Hs.25367	Experimental	
1	1	10	14	AGEN000660	NM_006653		Hs.194208	Experimental	
1	1	11	14	AGEN000661	NM_016488		Hs.444157	Experimental	
1	1	12	14	AGEN000662	NM_017859	AK128082	Hs.504998	Experimental	
1	1	13	14	AGEN000663	NM_018278	AK001795	Hs.557565	Experimental	
1	1	14	14	AGEN000664	Contig48328_RC	BC092423	Hs.556536	Experimental	
1	1	15	14	AGEN000665	NM_000394	X14789	Hs.184085	Experimental	
1	1	16	14	AGEN000666	DCK	CD014015	Hs.709	Experimental	
1	1	17	14	AGEN000667	NM_003427	AB208784	Hs.388024	Experimental	
1	1	18	14	AGEN000668	NM_007185		Hs.26047	Experimental	
1	1	19	14	AGEN000669	NM_006246	BC056156	Hs.334868	Experimental	
1	1	20	14	AGEN000670	STK3	AK131363	Hs.492333	Experimental	
1	1	21	14	AGEN000671	HSA250839	AY358353	Hs.133062	Experimental	
1	1	22	14	AGEN000672	NM_001088	BC092430	Hs.431417	Experimental	
1	1	23	14	AGEN000673	ALDH4	AY358353	Hs.133062	Experimental	
1	1	24	14	AGEN000674	Contig32125_RC	BC092512	Hs.371395	Experimental	
1	1	25	14	AGEN000675	NM_021019	CR625614	Hs.505705	Experimental	
1	1	26	14	AGEN000676	NM_000200	CR749410	Hs.177888	Experimental	
1	1	27	14	AGEN000677	NM_005489		Hs.306412	Experimental	
1	1	28	14	AGEN000678	NM_004198		Hs.103128	Experimental	
1	1	29	14	AGEN000679	NM_014907	BX648967	Hs.163990	Experimental	
1	1	30	14	AGEN000680	Contig50802_RC	AK124814	Hs.351344	Experimental	
1	1	31	14	AGEN000681	NM_003664	BC038444	Hs.532091	Experimental	
1	1	32	14	AGEN000682	NM_005290	BC101779	Hs.506506	Experimental	
1	1	33	14	AGEN000683	NM_018207	AK125034	Hs.404997	Experimental	
1	1	34	14	AGEN000684	NM_006400	AK022171	Hs.289123	Experimental	
1	1	35	14	AGEN000685	OXCT		Hs.278277	Experimental	
1	1	36	14	AGEN000686	CENPF		Hs.497741	Experimental	
1	1	37	14	AGEN000687	NM_021023	BC070259	Hs.2637	Experimental	
1	1	39	14	AGEN000689	Contig42421_RC		Hs.278277	Experimental	
1	1	40	14	AGEN000690	NM_014898	AB023178	Hs.116622	Experimental	
1	1	41	14	AGEN000691	NM_014565	BC069169	Hs.532688	Experimental	
1	1	42	14	AGEN000692	PFKP	AK126153	Hs.26010	Experimental	
1	1	43	14	AGEN000693	NM_020389		Hs.283104	Experimental	
1	1	44	14	AGEN000694	GCN1L1		Hs.298716	Experimental	
1	1	45	14	AGEN000695	NM_003923	AF076292	Hs.449410	Experimental	
1	1	46	14	AGEN000696	Contig37063_RC		Hs.250822	Experimental	
1	1	47	14	AGEN000697	FLT1		Hs.507621	Experimental	
1	1	48	14	AGEN000698	FLJ11190	AK126837	Hs.516834	Experimental	
1	1	49	14	AGEN000699	NM_003749		Hs.442344	Experimental	
1	1	50	14	AGEN000700	KIF3B		Hs.369670	Experimental	
1	1	1	15	AGEN000701	TGFB3	AK122902	Hs.2025	Experimental	
1	1	2	15	AGEN000702	NM_017885	BM919270	Hs.423103	Experimental	
1	1	3	15	AGEN000703	NM_000066		Hs.391835	Experimental	
1	1	4	15	AGEN000704	ESM1		Hs.129944	Experimental	
1	1	5	15	AGEN000705	NM_014299	AF386649	Hs.187763	Experimental	
1	1	6	15	AGEN000706	NM_004182	BU561078	Hs.172791	Experimental	
1	1	7	15	AGEN000707	FGF18	AF075292	Hs.87191	Experimental	
1	1	8	15	AGEN000708	NM_003080	BC026360	Hs.55235	Experimental	
1	1	9	15	AGEN000709	VEGF	AB209485	Hs.73793	Experimental	
1	1	10	15	AGEN000710	NM_018945	AB209990	Hs.126980	Experimental	
1	1	11	15	AGEN000711	NM_013370	AY258066	Hs.528383	Experimental	
1	1	12	15	AGEN000712	NM_005334	L20010	Hs.83634	Experimental	
1	1	13	15	AGEN000713	FBXO5	AK055221	Hs.520506	Experimental	
1	1	14	15	AGEN000714	NM_017840	BQ058130	Hs.530734	Experimental	
1	1	15	15	AGEN000715	NM_003581		Hs.529244	Experimental	
1	1	19	15	AGEN000719	NM_000482		Hs.1247	Experimental	
1	1	20	15	AGEN000720	L27560		Hs.369982	Experimental	
1	1	21	15	AGEN000721	NM_001719	AK094784	Hs.473163	Experimental	
1	1	22	15	AGEN000722	NM_003577	AB011076	Hs.458406	Experimental	
1	1	23	15	AGEN000723	NM_016362	AF280797	Hs.302131	Experimental	
1	1	24	15	AGEN000724	NM_014387	AK093815	Hs.498997	Experimental	
1	1	25	15	AGEN000725	NM_002248		Hs.158173	Experimental	
1	1	26	15	AGEN000726	NM_003320		Hs.231850	Experimental	
1	1	27	15	AGEN000727	MP1	AK126153	Hs.26010	Experimental	
1	1	28	15	AGEN000728	NM_013374		Hs.558442	Experimental	
1	1	29	15	AGEN000729	NM_004942		Hs.105924	Experimental	
1	1	30	15	AGEN000730	PRAME	BC040190	Hs.30743	Experimental	
1	1	31	15	AGEN000731	NM_016518		Hs.462585	Experimental	
1	1	32	15	AGEN000732	FLJ10461	CR749279	Hs.528300	Experimental	
1	1	33	15	AGEN000733	NDRG1	AK124709	Hs.372914	Experimental	
1	1	34	15	AGEN000734	NM_007375		Hs.300624	Experimental	
1	1	35	15	AGEN000735	Contig44064_RC	AY376439	Hs.518299	Experimental	
1	1	36	15	AGEN000736	FLJ10474	AK222819	Hs.511093	Experimental	
1	1	37	15	AGEN000737	NM_006220	CR594071	Hs.184929	Experimental	
1	1	38	15	AGEN000738	Contig38288_RC		Hs.144073	Experimental	
1	1	39	15	AGEN000739	NM_006702	BC050553	Hs.511760	Experimental	
1	1	40	15	AGEN000740	ESR1		Hs.208124	Experimental	
1	1	41	15	AGEN000741	SEC14L2	AB033012	Hs.335614	Experimental	
1	1	42	15	AGEN000742	NM_002991	BP338501	Hs.247838	Experimental	
1	1	43	15	AGEN000743	NM_018229		Hs.528653	Experimental	
1	1	44	15	AGEN000744	KIAA0882	AB020689	Hs.480819	Experimental	
1	1	45	15	AGEN000745	NM_003716		Hs.127013	Experimental	
1	1	46	15	AGEN000746	Contig46653_RC	CR590914	Hs.404323	Experimental	
1	1	47	15	AGEN000747	NM_000079	CD013889	Hs.434419	Experimental	
1	1	48	15	AGEN000748	MTMR2		Hs.181326	Experimental	
1	1	49	15	AGEN000749	Contig48328_RC	BC092423	Hs.556536	Experimental	
1	1	50	15	AGEN000750	NM_004832	BQ224776	Hs.190028	Experimental	
1	1	1	16	AGEN000751	SACS		Hs.159492	Experimental	
1	1	2	16	AGEN000752	NM_006191	CR591089	Hs.524498	Experimental	
1	1	4	16	AGEN000754	SMC4L1		Hs.58992	Experimental	
1	1	7	16	AGEN000757	NM_005201		Hs.113222	Experimental	
1	1	8	16	AGEN000758	HSU54999		Hs.489353	Experimental	
1	1	9	16	AGEN000759	TK1	BM458046	Hs.515122	Experimental	
1	1	10	16	AGEN000760	NM_005884	AB032968	Hs.20447	Experimental	
1	1	12	16	AGEN000762	NM_005474		Hs.438782	Experimental	
1	1	13	16	AGEN000763	NM_018117	AL137699	Hs.144447	Experimental	
1	1	14	16	AGEN000764	TMEFF1		Hs.336224	Experimental	
1	1	15	16	AGEN000765	AKAP2	AK126837	Hs.516834	Experimental	
1	1	16	16	AGEN000766	NM_014814	AK124742	Hs.152536	Experimental	
1	1	18	16	AGEN000768	Contig3902_RC	BX647885	Hs.209983	Experimental	
1	1	19	16	AGEN000769	DKFZP761H171	AL137502	Hs.485938	Experimental	
1	1	20	16	AGEN000770	NM_020129		Hs.24236	Experimental	
1	1	21	16	AGEN000771	NM_001619	AB209588	Hs.83636	Experimental	
1	1	22	16	AGEN000772	NM_018280	AK096201	Hs.370892	Experimental	
1	1	23	16	AGEN000773	KIAA1104	AL137502	Hs.485938	Experimental	
1	1	24	16	AGEN000774	NM_018312	CR936718	Hs.503022	Experimental	
1	1	25	16	AGEN000775	NM_006686	AK097670	Hs.534390	Experimental	
1	1	26	16	AGEN000776	NM_004699	CR612868	Hs.54277	Experimental	
1	1	27	16	AGEN000777	NM_017883	L08237	Hs.521973	Experimental	
1	1	28	16	AGEN000778	NM_003040	AB209158	Hs.433984	Experimental	
1	1	29	16	AGEN000779	KIAA1683	AB051470	Hs.313471	Experimental	
1	1	30	16	AGEN000780	NM_007351		Hs.268107	Experimental	
1	1	31	16	AGEN000781	NM_002191	BC037812	Hs.407506	Experimental	
1	1	32	16	AGEN000782	NM_005267		Hs.157433	Experimental	
1	1	33	16	AGEN000783	NSAP1		Hs.126774	Experimental	
1	1	34	16	AGEN000784	NM_005912	BC101802	Hs.532833	Experimental	
1	1	35	16	AGEN000785	NM_001244		Hs.494901	Experimental	
1	1	36	16	AGEN000786	NM_004518		Hs.161851	Experimental	
1	1	37	16	AGEN000787	Contig1778_RC	AK092215	Hs.507978	Experimental	
1	1	38	16	AGEN000788	NM_006222	U82382	Hs.546274	Experimental	
1	1	41	16	AGEN000791	KRT18	CR616919	Hs.406013	Experimental	
1	1	42	16	AGEN000792	NM_004492	BM480272	Hs.512934	Experimental	
1	1	43	16	AGEN000793	NM_001503		Hs.512001	Experimental	
1	1	44	16	AGEN000794	NM_005263	AK123009	Hs.73172	Experimental	
1	1	45	16	AGEN000795	LOC57110	BC005856	Hs.36761	Experimental	
1	1	46	16	AGEN000796	NM_001277	AK054792	Hs.77221	Experimental	
1	1	47	16	AGEN000797	NM_020989	BG196322	Hs.72910	Experimental	
1	1	48	16	AGEN000798	Contig57864_RC	BC005856	Hs.36761	Experimental	
1	1	50	16	AGEN000800	MATN3		Hs.6985	Experimental	
1	1	1	17	AGEN000801	NM_015936	AK090788	Hs.505231	Experimental	
1	1	2	17	AGEN000802	NM_019612	BC066939	Hs.515444	Experimental	
1	1	3	17	AGEN000803	MAD2L1	BQ215664	Hs.28312	Experimental	
1	1	4	17	AGEN000804	NM_001643	CR619946	Hs.237658	Experimental	
1	1	5	17	AGEN000805	PGK1		Hs.78771	Experimental	
1	1	6	17	AGEN000806	NM_017676	CR627424	Hs.24088	Experimental	
1	1	7	17	AGEN000807	NM_018664	AK093671	Hs.62919	Experimental	
1	1	8	17	AGEN000808	NM_006858		Hs.515139	Experimental	
1	1	9	17	AGEN000809	NM_005294		Hs.368372	Experimental	
1	1	10	17	AGEN000810	NM_018687	AF271350	Hs.534467	Experimental	
1	1	11	17	AGEN000811	AL355708	AL355708	Hs.33333	Experimental	
1	1	12	17	AGEN000812	NM_021049		Hs.546265	Experimental	
1	1	13	17	AGEN000813	NM_005029		Hs.137568	Experimental	
1	1	14	17	AGEN000814	FLJ10156	CR590914	Hs.404323	Experimental	
1	1	15	17	AGEN000815	DCK	CD014015	Hs.709	Experimental	
1	1	16	17	AGEN000816	Contig55813_RC		Hs.77695	Experimental	
1	1	17	17	AGEN000817	NM_007197	BC070037	Hs.31664	Experimental	
1	1	18	17	AGEN000818	Contig17359_RC	AK025141	Hs.293077	Experimental	
1	1	19	17	AGEN000819	Contig44064_RC	AY376439	Hs.518299	Experimental	
1	1	20	17	AGEN000820	NM_005865	AK126160	Hs.274407	Experimental	
1	1	21	17	AGEN000821	NM_002236	BC026110	Hs.23735	Experimental	
1	1	22	17	AGEN000822	CP		Hs.554736	Experimental	
1	1	23	17	AGEN000823	TFRC	BC001188	Hs.529618	Experimental	
1	1	24	17	AGEN000824	NM_005759	AK125205	Hs.471156	Experimental	
1	1	25	17	AGEN000825	NM_004679	BU595028	Hs.534378	Experimental	
1	1	26	17	AGEN000826	ORC6L		Hs.49760	Experimental	
1	1	27	17	AGEN000827	AK000745	BC045642	Hs.377155	Experimental	
1	1	28	17	AGEN000828	AL133603	BX647627	Hs.287830	Experimental	
1	1	29	17	AGEN000829	KIF3B		Hs.369670	Experimental	
1	1	30	17	AGEN000830	DEGS		Hs.299878	Experimental	
1	1	31	17	AGEN000831	Contig45816_RC		Hs.88523	Experimental	
1	1	32	17	AGEN000832	NMB		Hs.386470	Experimental	
1	1	33	17	AGEN000833	NM_018671	BC045635	Hs.389461	Experimental	
1	1	34	17	AGEN000834	NM_001163	AK127028	Hs.70843	Experimental	
1	1	35	17	AGEN000835	NM_003198	AK096079	Hs.15535	Experimental	
1	1	36	17	AGEN000836	NM_004979	BC045659	Hs.55276	Experimental	
1	1	37	17	AGEN000837	NM_005998		Hs.491494	Experimental	
1	1	38	17	AGEN000838	AF052159		Hs.477367	Experimental	
1	1	39	17	AGEN000839	CENPA	BM911202	Hs.1594	Experimental	
1	1	40	17	AGEN000840	NM_000245		Hs.132966	Experimental	
1	1	41	17	AGEN000841	NM_003403	BX647456	Hs.388927	Experimental	
1	1	42	17	AGEN000842	NM_016025	BX647201	Hs.279583	Experimental	
1	1	43	17	AGEN000843	NM_004262		Hs.132195	Experimental	
1	1	44	17	AGEN000844	PECI	AB209917	Hs.15250	Experimental	
1	1	45	17	AGEN000845	NM_018381	AK096142	Hs.175120	Experimental	
1	1	46	17	AGEN000846	Contig55725_RC	AL834186	Hs.470654	Experimental	
1	1	47	17	AGEN000847	NM_000040	BI521580	Hs.73849	Experimental	
1	1	48	17	AGEN000848	Contig28552_RC	BC034952	Hs.508141	Experimental	
1	1	49	17	AGEN000849	NM_005604		Hs.182505	Experimental	
1	1	50	17	AGEN000850	NM_014133		Hs.481342	Experimental	
1	1	1	18	AGEN000851	NM_003631		Hs.535298	Experimental	
1	1	4	18	AGEN000854	Contig50106_RC	AF450487	Hs.374201	Experimental	
1	1	6	18	AGEN000856	NM_001487	BM549702	Hs.94672	Experimental	
1	1	7	18	AGEN000857	HRB		Hs.352962	Experimental	
1	1	9	18	AGEN000859	CTSL2	BC067289	Hs.87417	Experimental	
1	1	10	18	AGEN000860	MGC2827	BC025694	Hs.8035	Experimental	
1	1	12	18	AGEN000862	NM_014744		Hs.475629	Experimental	
1	1	13	18	AGEN000863	NM_017820	AK091390	Hs.495553	Experimental	
1	1	15	18	AGEN000865	NM_016190	BC030807	Hs.242057	Experimental	
1	1	16	18	AGEN000866	NM_014593	BX647189	Hs.180933	Experimental	
1	1	18	18	AGEN000868	MMSDH		Hs.293970	Experimental	
1	1	19	18	AGEN000869	NM_014977		Hs.124490	Experimental	
1	1	21	18	AGEN000871	NM_007285	BC040312	Hs.461379	Experimental	
1	1	22	18	AGEN000872	NM_006257	BX647657	Hs.498570	Experimental	
1	1	24	18	AGEN000874	NM_014847		Hs.287471	Experimental	
1	1	27	18	AGEN000877	NM_005011	AK128326	Hs.298069	Experimental	
1	1	28	18	AGEN000878	NM_018111	BC051004	Hs.458310	Experimental	
1	1	30	18	AGEN000880	NM_000122	AK127469	Hs.469872	Experimental	
1	1	31	18	AGEN000881	NM_000533		Hs.1787	Experimental	
1	1	33	18	AGEN000883	AL355708	AL355708	Hs.33333	Experimental	
1	1	34	18	AGEN000884	PRO2000		Hs.299878	Experimental	
1	1	36	18	AGEN000886	NM_012432		Hs.516278	Experimental	
1	1	37	18	AGEN000887	Contig46223_RC		Hs.22917	Experimental	
1	1	39	18	AGEN000889	FLJ11354		Hs.523468	Experimental	
1	1	40	18	AGEN000890	CENPA	BM911202	Hs.1594	Experimental	
1	1	42	18	AGEN000892	NM_018298	BC060765	Hs.535239	Experimental	
1	1	43	18	AGEN000893	STK15		Hs.250822	Experimental	
1	1	45	18	AGEN000895	NM_000219		Hs.121495	Experimental	
1	1	46	18	AGEN000896	NM_005107	AK023235	Hs.517897	Experimental	
1	1	48	18	AGEN000898	NM_004551	BG115841	Hs.502528	Experimental	
1	1	49	18	AGEN000899	NM_007278	BM803698	Hs.84359	Experimental	
1	1	4	19	AGEN000904	NM_000606		Hs.1285	Experimental	
1	1	5	19	AGEN000905	BTG2		Hs.519162	Experimental	
1	1	7	19	AGEN000907	NM_006481		Hs.191144	Experimental	
1	1	8	19	AGEN000908	NM_017895	AL832131	Hs.65234	Experimental	
1	1	10	19	AGEN000910	NM_004554		Hs.77810	Experimental	
1	1	11	19	AGEN000911	NM_006463	BC065574	Hs.183070	Experimental	
1	1	13	19	AGEN000913	NM_001242	CR624829	Hs.355307	Experimental	
1	1	14	19	AGEN000914	NM_005066	AK095702	Hs.355934	Experimental	
1	1	16	19	AGEN000916	NM_003952	AB208827	Hs.534345	Experimental	
1	1	17	19	AGEN000917	NM_012390	CK430179	Hs.511990	Experimental	
1	1	20	19	AGEN000920	NM_004437		Hs.175437	Experimental	
1	1	22	19	AGEN000922	AA555029_RC	AK123080	Hs.370457	Experimental	
1	1	23	19	AGEN000923	KIAA1104	AL137502	Hs.485938	Experimental	
1	1	25	19	AGEN000925	NM_005164		Hs.117852	Experimental	
1	1	26	19	AGEN000926	NM_007065		Hs.160958	Experimental	
1	1	28	19	AGEN000928	NM_017749	AK000301	Hs.406620	Experimental	
1	1	29	19	AGEN000929	NM_013318		Hs.495349	Experimental	
1	1	31	19	AGEN000931	NM_014482	AF101441	Hs.158317	Experimental	
1	1	32	19	AGEN000932	NM_006543		Hs.553842	Experimental	
1	1	34	19	AGEN000934	Contig47405_RC	AK123239	Hs.333823	Experimental	
1	1	35	19	AGEN000935	NM_007354		Hs.194283	Experimental	
1	1	37	19	AGEN000937	NM_001169	BM923471	Hs.176658	Experimental	
1	1	38	19	AGEN000938	ST7	BC075855	Hs.368131	Experimental	
1	1	40	19	AGEN000940	NM_017986	AK023570	Hs.110128	Experimental	
1	1	43	19	AGEN000943	NM_018332	AB209401	Hs.461196	Experimental	
1	1	44	19	AGEN000944	FLJ10461	CR749279	Hs.528300	Experimental	
1	1	46	19	AGEN000946	NM_003058	AB075951	Hs.436385	Experimental	
1	1	47	19	AGEN000947	NM_007080	AK093177	Hs.190520	Experimental	
1	1	49	19	AGEN000949	NM_005439	BM919311	Hs.524214	Experimental	
1	1	50	19	AGEN000950	NM_021174		Hs.433722	Experimental	
1	1	2	20	AGEN000952	HRB		Hs.352962	Experimental	
1	1	3	20	AGEN000953	PSMD7	BG121813	Hs.440604	Experimental	
1	1	5	20	AGEN000955	GBE1	AK125918	Hs.436062	Experimental	
1	1	6	20	AGEN000956	DCK	CD014015	Hs.709	Experimental	
1	1	8	20	AGEN000958	NM_014901	BC063297	Hs.434888	Experimental	
1	1	9	20	AGEN000959	NM_003227		Hs.544932	Experimental	
1	1	11	20	AGEN000961	NM_000098		Hs.274336	Experimental	
1	1	12	20	AGEN000962	NM_012320	AK127898	Hs.513685	Experimental	
1	1	14	20	AGEN000964	DKFZP761L0424	BX640796	Hs.445885	Experimental	
1	1	15	20	AGEN000965	Contig40128_RC	BX640796	Hs.445885	Experimental	
1	1	17	20	AGEN000967	Contig42421_RC		Hs.278277	Experimental	
1	1	18	20	AGEN000968	NM_015879		Hs.23172	Experimental	
1	1	20	20	AGEN000970	PSMD2		Hs.518464	Experimental	
1	1	21	20	AGEN000971	NM_018352	CR595986	Hs.267446	Experimental	
1	1	23	20	AGEN000973	NM_016156		Hs.181326	Experimental	
1	1	24	20	AGEN000974	AF155117	AF450487	Hs.374201	Experimental	
1	1	26	20	AGEN000976	Contig27312_RC		Hs.413494	Experimental	
1	1	27	20	AGEN000977	NM_015530		Hs.431317	Experimental	
1	1	29	20	AGEN000979	NM_016151	AF061943	Hs.291623	Experimental	
1	1	30	20	AGEN000980	FGF18	AF075292	Hs.87191	Experimental	
1	1	32	20	AGEN000982	NM_004193	AK025330	Hs.290243	Experimental	
1	1	33	20	AGEN000983	NM_015369	AB023508	Hs.513537	Experimental	
1	1	35	20	AGEN000985	NM_006694	BQ062593	Hs.6396	Experimental	
1	1	36	20	AGEN000986	NM_002653		Hs.84136	Experimental	
1	1	38	20	AGEN000988	NM_000721	AB209499	Hs.437444	Experimental	
1	1	39	20	AGEN000989	SERF1A	AF073519	Hs.32567	Experimental	
1	1	41	20	AGEN000991	KIAA0882	AB020689	Hs.480819	Experimental	
